x [m],y [m],u [m/s],v [m/s]
0.088381,0.088106,0.00014593,0.00186637
0.062031,0.114456,0.00102660,0.00022916
0.011528,0.033211,0.00000168,0.00037196
0.116926,0.103477,0.00118982,0.00014157
0.073010,0.015645,-0.00071436,0.00134315
0.081793,0.044190,0.00012346,0.00134465
0.011528,0.050778,0.00000456,0.00029921
0.031290,0.009058,-0.00011329,0.00205187
0.002745,0.035407,0.00036355,-0.00024913
0.094968,0.121043,0.00281774,0.00024609
0.024703,0.105673,0.00002841,0.00011986
0.073010,0.101281,0.00214529,0.00181355
0.081793,0.061757,0.00008808,0.00144948
0.002745,0.052974,0.00008001,0.00001152
0.112534,0.116652,0.00620041,0.00015187
0.062031,0.026624,0.00019371,0.00157103
0.018115,0.004666,0.00002105,0.00100494
0.026898,0.081519,0.00033721,0.00060319
0.088381,0.094694,0.00054261,0.00249063
0.004941,0.085910,0.00007000,0.00011770
0.075206,0.055169,0.00010467,0.00143285
0.123513,0.103477,0.00374302,-0.00029626
0.024703,0.017841,0.00002196,0.00139938
0.051052,0.037603,0.00029577,0.00114686
0.029094,0.026624,0.00004719,0.00141499
0.090577,0.004666,0.00007001,0.00088219
0.031290,0.068344,0.00063427,0.00129056
0.007136,0.068344,0.00005244,0.00017179
0.013724,0.090302,0.00003628,0.00014768
0.013724,0.011253,-0.00007793,0.00073406
0.035682,0.022232,0.00000611,0.00197179
0.079598,0.112260,0.00401437,0.00089971
0.136688,0.103477,0.00609541,0.00028279
0.077402,0.009058,0.00027961,0.00120094
0.004941,0.092498,0.00003711,-0.00000729
0.026898,0.035407,-0.00004222,0.00087516
0.114730,0.121043,0.00465688,0.00019425
0.046661,0.079323,0.00103799,0.00176554
0.079598,0.015645,0.00021620,0.00186245
0.051052,0.088106,0.00101038,0.00148982
0.033486,0.110064,0.00003633,0.00010100
0.037877,0.118847,0.00003265,0.00005883
0.130101,0.114456,0.00821820,0.00045892
0.037877,0.031016,0.00027806,0.00189278
0.154255,0.121043,-0.00017445,-0.00024303
0.066423,0.020037,0.00003712,0.00135062
0.057640,0.048582,0.00002100,0.00197877
0.064227,0.022232,0.00018918,0.00135262
0.053248,0.112260,0.00061219,0.00025472
0.068619,0.026624,0.00008975,0.00222952
0.171821,0.116652,-0.00003033,-0.00043958
0.062031,0.074931,0.00061446,0.00214292
0.013724,0.044190,0.00010471,0.00063243
0.081793,0.013449,0.00036848,0.00161496
0.002745,0.004666,0.00025250,-0.00054219
0.053248,0.015645,0.00011725,0.00092656
0.026898,0.041995,0.00013105,0.00164414
0.059835,0.039799,0.00020599,0.00196376
0.077402,0.068344,0.00005088,0.00186293
0.051052,0.094694,0.00113088,0.00122633
0.081793,0.031016,0.00005442,0.00089438
0.055444,0.022232,0.00014425,0.00139613
0.057640,0.099085,0.00115052,0.00106377
0.024703,0.066148,0.00024816,0.00092124
0.029094,0.074931,0.00038910,0.00093230
0.015920,0.121043,0.00001561,0.00005606
0.070814,0.088106,0.00153072,0.00261418
0.083989,0.101281,0.00317041,0.00310167
0.163038,0.110064,0.00077336,0.00141766
0.062031,0.081519,0.00100129,0.00195901
0.013724,0.050778,-0.00005412,0.00037772
0.015920,0.024428,-0.00013822,0.00087272
0.044465,0.033211,0.00028810,0.00115068
0.020311,0.033211,-0.00025253,0.00138655
0.068619,0.085910,0.00127397,0.00236653
0.042269,0.112260,0.00009512,0.00008574
0.174017,0.121043,0.00057741,-0.00011018
0.086185,0.020037,0.00011238,0.00069108
0.040073,0.009058,-0.00039228,0.00226183
0.165234,0.116652,0.00120555,0.00241254
0.009332,0.079323,0.00003482,0.00013748
0.042269,0.015645,0.00002160,0.00184936
0.057640,0.105673,0.00077583,0.00058406
0.024703,0.072736,0.00036889,0.00083415
0.092772,0.096889,0.00041741,0.00115355
0.029094,0.081519,0.00037732,0.00075248
0.075206,0.118847,0.00106662,0.00008200
0.092772,0.114456,0.00604353,0.00046162
0.026898,0.004666,-0.00019190,0.00200242
0.075206,0.031016,0.00007314,0.00150527
0.070814,0.094694,0.00118883,0.00174591
0.116926,0.121043,0.00438243,0.00026397
0.079598,0.011253,0.00035320,0.00201682
0.086185,0.070540,0.00009844,0.00161279
0.083989,0.055169,0.00028674,0.00129670
0.031290,0.026624,0.00020778,0.00151437
0.062031,0.035407,0.00029112,0.00135303
0.007136,0.026624,0.00003512,0.00065044
0.068619,0.092498,0.00116596,0.00202671
0.134492,0.116652,0.00642795,0.00054846
0.073010,0.118847,0.00084321,0.00013015
0.062031,0.052974,0.00020111,0.00202428
0.040073,0.068344,0.00067085,0.00152643
0.013724,0.013449,-0.00001574,0.00071742
0.092772,0.103477,0.00333599,0.00125148
0.018115,0.022232,-0.00004161,0.00106579
0.022507,0.011253,-0.00005051,0.00112541
0.088381,0.112260,0.00640829,0.00144424
0.059835,0.009058,0.00008942,0.00162475
0.029094,0.052974,0.00030220,0.00103688
0.083989,0.061757,0.00003019,0.00113393
0.123513,0.121043,0.00393827,0.00006740
0.088381,0.015645,-0.00010444,0.00055810
0.125709,0.110064,0.00908921,0.00029238
0.035682,0.048582,0.00041033,0.00121153
0.090577,0.022232,-0.00002396,0.00075936
0.121318,0.118847,0.00487066,0.00021539
0.031290,0.085910,0.00039407,0.00066975
0.007136,0.085910,0.00003950,0.00017452
0.136688,0.121043,0.00381891,-0.00022372
0.048856,0.020037,0.00015728,0.00198879
0.077402,0.026624,0.00003049,0.00151961
0.004941,0.110064,0.00005527,0.00002772
0.022507,0.044190,0.00013538,0.00119004
0.123513,0.110064,0.00902214,0.00031044
0.046661,0.096889,0.00095639,0.00086255
0.079598,0.033211,0.00009398,0.00103977
0.079598,0.050778,0.00023127,0.00173338
0.064227,0.048582,0.00007823,0.00150437
0.042269,0.011253,-0.00046543,0.00237232
0.011528,0.028820,-0.00005203,0.00058406
0.048856,0.070540,0.00046233,0.00146478
0.035682,0.116652,0.00005230,0.00007886
0.108143,0.112260,0.00857975,0.00030151
0.066423,0.037603,0.00013012,0.00180467
0.057640,0.066148,0.00043187,0.00163410
0.031290,0.092498,0.00031646,0.00039353
0.066423,0.099085,0.00175945,0.00173375
0.007136,0.092498,0.00002220,0.00001927
0.081793,0.039799,0.00016845,0.00073420
0.062031,0.004666,0.00010604,0.00195931
0.145471,0.110064,0.00739259,0.00031402
0.002745,0.022232,0.00015788,-0.00007217
0.022507,0.050778,0.00013638,0.00102974
0.055444,0.048582,0.00003712,0.00199973
0.053248,0.033211,0.00052177,0.00153749
0.059835,0.057365,0.00009032,0.00195332
0.046661,0.103477,0.00078416,0.00055656
0.077402,0.085910,0.00056507,0.00217912
0.051052,0.112260,0.00050766,0.00023511
0.064227,0.099085,0.00177796,0.00162492
0.130101,0.121043,0.00383047,-0.00020147
0.011528,0.079323,0.00002839,0.00014739
0.147667,0.116652,0.00376900,0.00007280
0.064227,0.116652,0.00077516,0.00014924
0.046661,0.006862,0.00010378,0.00207857
0.051052,0.015645,0.00012527,0.00073246
0.057640,0.072736,0.00064824,0.00176595
0.029094,0.004666,-0.00017469,0.00215660
0.066423,0.105673,0.00207529,0.00129157
0.083989,0.118847,0.00237132,0.00007127
0.055444,0.099085,0.00102211,0.00096340
0.083989,0.031016,0.00022184,0.00082681
0.055444,0.116652,0.00032254,0.00014202
0.086185,0.037603,0.00024760,0.00099245
0.035682,0.017841,0.00004221,0.00156343
0.040073,0.026624,-0.00009956,0.00217233
0.077402,0.092498,0.00134226,0.00247224
0.009332,0.096889,0.00003153,0.00007084
0.042269,0.033211,0.00025408,0.00118577
0.024703,0.090302,0.00009924,0.00022440
0.024703,0.011253,-0.00008257,0.00125838
0.042269,0.050778,0.00019590,0.00158942
0.026898,0.022232,-0.00002902,0.00166830
0.070814,0.112260,0.00238377,0.00048999
0.086185,0.088106,0.00017865,0.00201375
0.068619,0.110064,0.00230626,0.00059805
0.009332,0.085910,0.00002717,0.00018387
0.064227,0.017841,-0.00042408,0.00087454
0.070814,0.015645,-0.00050004,0.00111543
0.086185,0.105673,0.00460712,0.00241663
0.090577,0.059561,-0.00000717,0.00081630
0.110339,0.112260,0.00845776,0.00036942
0.013724,0.039799,0.00014202,0.00058064
0.018115,0.048582,0.00005763,0.00076414
0.009332,0.103477,0.00003739,0.00012959
0.081793,0.009058,0.00034286,0.00180047
0.040073,0.085910,0.00082004,0.00127249
0.092772,0.121043,0.00241055,0.00034056
0.105947,0.107868,0.00680083,0.00005873
0.024703,0.044190,0.00016301,0.00152472
0.158646,0.107868,0.00184967,0.00086687
0.055444,0.017841,0.00027168,0.00093245
0.059835,0.026624,0.00016865,0.00100551
0.009332,0.006862,0.00008851,0.00044259
0.024703,0.061757,0.00024833,0.00096154
0.033486,0.059561,0.00031908,0.00106545
0.037877,0.068344,0.00072619,0.00151842
0.088381,0.033211,0.00020304,0.00060307
0.015920,0.002470,-0.00002338,0.00132469
0.018115,0.099085,-0.00000765,0.00013520
0.035682,0.066148,0.00063953,0.00139203
0.088381,0.050778,0.00014732,0.00086423
0.015920,0.020037,0.00003584,0.00069344
0.044465,0.028820,0.00004749,0.00152207
0.018115,0.116652,0.00000869,0.00005027
0.020311,0.028820,0.00000628,0.00170144
0.048856,0.037603,0.00055942,0.00114223
0.035682,0.083715,0.00075607,0.00106128
0.127905,0.107868,0.00784082,-0.00004564
0.141080,0.118847,0.00339654,0.00019423
0.040073,0.092498,0.00074440,0.00077519
0.158646,0.114456,0.00188091,0.00264201
0.002745,0.059561,0.00015391,0.00035806
0.132297,0.105673,0.00652438,0.00004796
0.090577,0.116652,0.00447540,-0.00001245
0.015920,0.070540,0.00008193,0.00030201
0.044465,0.079323,0.00100215,0.00163986
0.064227,0.066148,0.00028100,0.00176724
0.020311,0.079323,0.00009665,0.00029338
0.011528,0.046386,-0.00004857,0.00060331
0.048856,0.088106,0.00085649,0.00132860
0.031290,0.110064,0.00002127,0.00008505
0.007136,0.110064,0.00005186,0.00001452
0.073010,0.028820,0.00022461,0.00189604
0.081793,0.057365,0.00028892,0.00159028
0.048856,0.105673,0.00078600,0.00041467
0.127905,0.114456,0.00817359,0.00053780
0.002745,0.048582,0.00013515,-0.00009163
0.066423,0.072736,0.00050710,0.00199997
0.062031,0.022232,0.00028270,0.00110066
0.169625,0.116652,0.00033226,0.00002714
0.055444,0.066148,0.00048461,0.00165694
0.059835,0.074931,0.00075199,0.00198425
0.046661,0.121043,0.00008781,0.00010807
0.011528,0.096889,0.00003899,0.00009384
0.013724,0.009058,-0.00006831,0.00063077
0.018115,0.017841,0.00003534,0.00089006
0.160842,0.118847,0.00045169,0.00191033
0.059835,0.092498,0.00116066,0.00135581
0.073010,0.079323,0.00062314,0.00226443
0.064227,0.072736,0.00055942,0.00221323
0.075206,0.068344,0.00013026,0.00193270
0.011528,0.114456,0.00001766,0.00002990
0.046661,0.024428,0.00000574,0.00207247
0.024703,0.013449,-0.00009236,0.00118324
0.051052,0.033211,0.00054517,0.00157569
0.057640,0.090302,0.00118637,0.00150280
0.029094,0.022232,-0.00004603,0.00199668
0.057640,0.011253,0.00003528,0.00202617
0.004941,0.002470,0.00030352,0.00001522
0.024703,0.031016,-0.00010337,0.00143836
0.002745,0.116652,0.00006511,0.00006825
0.051052,0.050778,0.00011150,0.00141456
0.090577,0.017841,0.00001195,0.00055704
0.055444,0.072736,0.00056543,0.00156356
0.077402,0.110064,0.00377553,0.00110225
0.094968,0.105673,0.00494790,0.00059071
0.086185,0.072736,0.00007499,0.00168722
0.119122,0.112260,0.00790325,0.00000083
0.022507,0.039799,-0.00009460,0.00145370
0.026898,0.048582,0.00030132,0.00136626
0.079598,0.028820,0.00002894,0.00120179
0.057640,0.044190,0.00007131,0.00194315
0.057640,0.061757,0.00023095,0.00191160
0.070814,0.033211,0.00016327,0.00146736
0.090577,0.077127,0.00002113,0.00159963
0.013724,0.057365,0.00008948,0.00046105
0.026898,0.099085,0.00006864,0.00011062
0.018115,0.066148,0.00018382,0.00047824
0.009332,0.121043,0.00002696,0.00007608
0.081793,0.026624,0.00039676,0.00115609
0.002745,0.017841,0.00027605,-0.00011163
0.053248,0.028820,0.00035679,0.00145951
0.026898,0.116652,0.00003969,0.00005621
0.059835,0.052974,0.00009362,0.00231914
0.004941,0.059561,0.00011057,0.00027487
0.101556,0.116652,0.00582365,0.00010557
0.009332,0.024428,-0.00006172,0.00055699
0.057640,0.050778,-0.00018314,0.00237309
0.097164,0.110064,0.00762918,0.00064540
0.033486,0.077127,0.00053681,0.00111465
0.037877,0.085910,0.00077459,0.00112146
0.013724,0.107868,0.00001014,0.00009293
0.138884,0.112260,0.00720044,0.00033911
0.037877,0.103477,0.00024308,0.00020581
0.099360,0.116652,0.00573640,0.00007020
0.090577,0.083715,-0.00001466,0.00154297
0.013724,0.063953,-0.00001249,0.00027419
0.015920,0.037603,0.00003151,0.00056959
0.044465,0.046386,0.00020985,0.00162479
0.018115,0.072736,0.00011307,0.00036881
0.020311,0.046386,0.00006363,0.00094871
0.053248,0.079323,0.00091918,0.00162545
0.035682,0.101281,0.00025305,0.00024750
0.154255,0.105673,0.00496259,0.00056529
0.040073,0.110064,0.00013181,0.00013809
0.037877,0.006862,-0.00021065,0.00171754
0.062031,0.059561,0.00013086,0.00189905
0.068619,0.002470,0.00051497,0.00218875
0.042269,0.028820,0.00006427,0.00161641
0.033486,0.083715,0.00060664,0.00094418
0.037877,0.092498,0.00066023,0.00068662
0.013724,0.114456,0.00001385,0.00006705
0.015920,0.088106,0.00004121,0.00015396
0.044465,0.096889,0.00087721,0.00070415
0.020311,0.096889,0.00000565,0.00015365
0.026898,0.017841,-0.00000796,0.00151641
0.029094,0.059561,0.00024302,0.00141839
0.081793,0.074931,0.00017924,0.00173165
0.083989,0.068344,0.00006627,0.00161568
0.020311,0.114456,0.00000560,0.00005790
0.057640,0.013449,0.00005092,0.00176470
0.062031,0.048582,0.00013567,0.00159204
0.002745,0.066148,0.00010717,0.00012174
0.066423,0.011253,0.00032190,0.00141335
0.066423,0.090302,0.00083181,0.00181478
0.035682,0.055169,0.00052664,0.00130261
0.143276,0.107868,0.00772709,-0.00004517
0.081793,0.092498,0.00076559,0.00202207
0.002745,0.083715,0.00007617,0.00006907
0.167429,0.121043,0.00119831,0.00560582
0.024703,0.039799,0.00001309,0.00168242
0.059835,0.110064,0.00129006,0.00047097
0.073010,0.096889,0.00136166,0.00171298
0.015920,0.094694,0.00003457,0.00013780
0.044465,0.103477,0.00062499,0.00046156
0.064227,0.090302,0.00075483,0.00150759
0.020311,0.103477,0.00000214,0.00012720
0.075206,0.085910,0.00076669,0.00247396
0.165234,0.118847,0.00147221,0.00407648
0.075206,0.103477,0.00285146,0.00207514
0.088381,0.028820,0.00004299,0.00061233
0.062031,0.116652,0.00063012,0.00012057
0.044465,0.006862,-0.00003778,0.00204186
0.064227,0.055169,0.00010652,0.00222811
0.020311,0.006862,-0.00005647,0.00079468
0.011528,0.035407,-0.00005432,0.00027522
0.035682,0.061757,0.00028467,0.00112056
0.068619,0.059561,0.00026637,0.00135532
0.066423,0.044190,0.00007957,0.00171864
0.116926,0.105673,0.00328204,0.00017254
0.055444,0.090302,0.00120943,0.00152851
0.075206,0.006862,-0.00017752,0.00152255
0.031290,0.002470,-0.00020566,0.00223442
0.086185,0.011253,0.00017322,0.00103114
0.007136,0.002470,0.00011749,0.00057035
0.029094,0.116652,0.00002989,0.00005419
0.073010,0.103477,0.00231689,0.00176191
0.022507,0.057365,0.00020271,0.00065417
0.055444,0.055169,0.00002505,0.00147633
0.152059,0.112260,0.00661392,0.00117753
0.026898,0.066148,0.00029217,0.00105037
0.075206,0.092498,0.00146752,0.00235521
0.079598,0.046386,0.00012719,0.00151961
0.079598,0.107868,0.00381698,0.00189764
0.088381,0.079323,-0.00002945,0.00185129
0.064227,0.044190,0.00008300,0.00209725
0.073010,0.006862,-0.00028641,0.00101076
0.079598,0.063953,-0.00001248,0.00186747
0.064227,0.061757,0.00018379,0.00176347
0.011528,0.041995,0.00010041,0.00048468
0.066423,0.050778,0.00006319,0.00166792
0.105947,0.110064,0.00828900,0.00019945
0.081793,0.052974,0.00027350,0.00145629
0.022507,0.107868,0.00005060,0.00010664
0.013724,0.074931,0.00002405,0.00022720
0.062031,0.017841,-0.00039226,0.00093400
0.022507,0.063953,0.00025856,0.00067035
0.055444,0.061757,0.00022460,0.00201449
0.053248,0.046386,0.00014834,0.00172917
0.026898,0.072736,0.00043582,0.00095634
0.086185,0.044190,-0.00003538,0.00085101
0.004941,0.077127,0.00004623,0.00011124
0.079598,0.114456,0.00373607,0.00052648
0.004941,0.094694,0.00003025,-0.00001295
0.156450,0.107868,0.00335949,0.00095022
0.046661,0.020037,0.00012569,0.00170213
0.024703,0.009058,-0.00014582,0.00148820
0.051052,0.028820,0.00026241,0.00148820
0.077402,0.002470,0.00088582,0.00211672
0.029094,0.017841,-0.00001127,0.00171578
0.031290,0.059561,0.00028554,0.00104840
0.007136,0.059561,0.00010940,0.00034795
0.090577,0.101281,0.00265429,0.00263893
0.022507,0.114456,0.00002736,0.00006919
0.013724,0.081519,0.00002096,0.00013438
0.053248,0.096889,0.00125916,0.00121191
0.018115,0.090302,0.00007678,0.00014167
0.035682,0.118847,0.00004633,0.00005242
0.037877,0.024428,-0.00018138,0.00207426
0.035682,0.031016,0.00022937,0.00195461
0.086185,0.050778,0.00019946,0.00080701
0.066423,0.013449,0.00005862,0.00129911
0.048856,0.011253,0.00003412,0.00156791
0.114730,0.112260,0.00813567,0.00020393
0.018115,0.055169,0.00008192,0.00065154
0.046661,0.070540,0.00051684,0.00158915
0.051052,0.079323,0.00094081,0.00161615
0.042269,0.046386,0.00016622,0.00177922
0.042269,0.107868,0.00025223,0.00025706
0.033486,0.101281,0.00017963,0.00020040
0.037877,0.110064,0.00010498,0.00012415
0.156450,0.114456,0.00367101,0.00214020
0.042269,0.063953,0.00027820,0.00157204
0.130101,0.105673,0.00625746,-0.00008794
0.057640,0.039799,0.00007002,0.00199306
0.064227,0.013449,0.00010648,0.00132473
0.029094,0.077127,0.00040904,0.00086233
0.147667,0.118847,0.00218655,0.00007948
0.053248,0.103477,0.00103721,0.00063607
0.083989,0.085910,0.00017512,0.00193252
0.090577,0.055169,0.00002555,0.00152126
0.062031,0.066148,0.00029094,0.00161425
0.013724,0.035407,-0.00002073,0.00031407
0.064227,0.031016,0.00070532,0.00127820
0.070814,0.028820,0.00027590,0.00218456
0.081793,0.110064,0.00449629,0.00166846
0.163038,0.112260,0.00110412,0.00176560
0.062031,0.083715,0.00098072,0.00191113
0.013724,0.052974,-0.00004224,0.00030676
0.053248,0.006862,0.00025907,0.00207578
0.002745,0.101281,0.00003284,0.00012161
0.018115,0.061757,0.00014223,0.00050182
0.020311,0.035407,-0.00016592,0.00107072
0.048856,0.044190,0.00014415,0.00089235
0.077402,0.059561,0.00019800,0.00184706
0.042269,0.114456,0.00007093,0.00007540
0.055444,0.013449,0.00002652,0.00191906
0.009332,0.002470,-0.00001798,0.00056993
0.024703,0.057365,0.00013593,0.00101709
0.033486,0.055169,0.00058597,0.00135144
0.015920,0.112260,0.00002403,0.00008141
0.044465,0.121043,0.00009745,0.00010445
0.020311,0.121043,0.00001623,0.00006926
0.055444,0.031016,0.00049696,0.00126899
0.009332,0.020037,0.00003327,0.00068647
0.040073,0.002470,0.00079611,0.00096339
0.092772,0.099085,0.00073709,0.00140620
0.029094,0.083715,0.00032993,0.00067604
0.070814,0.079323,0.00060299,0.00217031
0.083989,0.092498,0.00059078,0.00195485
0.088381,0.046386,-0.00008310,0.00039259
0.015920,0.015645,0.00006480,0.00084664
0.044465,0.024428,0.00001053,0.00211769
0.020311,0.024428,-0.00004003,0.00139815
0.068619,0.077127,0.00044658,0.00187160
0.088381,0.063953,-0.00001215,0.00113349
0.044465,0.041995,0.00011191,0.00170889
0.020311,0.041995,0.00002706,0.00086899
0.048856,0.050778,0.00028099,0.00139837
0.075206,0.024428,0.00021527,0.00203277
0.068619,0.094694,0.00096800,0.00178715
0.002745,0.055169,0.00010561,0.00021712
0.009332,0.070540,0.00003935,0.00019171
0.073010,0.121043,0.00018169,-0.00011144
0.022507,0.074931,0.00025006,0.00060147
0.075206,0.110064,0.00347618,0.00101288
0.088381,0.096889,0.00090491,0.00271211
0.092772,0.105673,0.00518685,0.00106559
0.073010,0.024428,-0.00001712,0.00208907
0.079598,0.081519,0.00054032,0.00189771
0.088381,0.114456,0.00574057,0.00057732
0.057640,0.009058,0.00004077,0.00180591
0.002745,0.061757,0.00015571,0.00017769
0.125709,0.112260,0.00886653,0.00053383
0.040073,0.059561,0.00028667,0.00157100
0.013724,0.004666,0.00018954,0.00097651
0.018115,0.013449,-0.00003302,0.00097409
0.022507,0.081519,0.00011715,0.00034828
0.026898,0.090302,0.00014339,0.00028628
0.141080,0.103477,0.00598242,0.00009964
0.018115,0.031016,-0.00012818,0.00102235
0.004941,0.112260,0.00005930,0.00001461
0.123513,0.112260,0.00861959,0.00045162
0.026898,0.055169,0.00011697,0.00113579
0.046661,0.037603,0.00050892,0.00129001
0.079598,0.035407,0.00009242,0.00128136
0.024703,0.026624,-0.00003865,0.00151272
0.051052,0.046386,0.00003163,0.00133762
0.121318,0.110064,0.00871672,0.00025354
0.031290,0.077127,0.00041802,0.00097324
0.007136,0.077127,0.00003921,0.00015931
0.090577,0.118847,0.00289138,-0.00003326
0.004941,0.015645,0.00027975,0.00024370
0.051052,0.063953,0.00015433,0.00181974
0.136688,0.112260,0.00778382,0.00034251
0.108143,0.114456,0.00815300,0.00017817
0.090577,0.031016,0.00000306,0.00027425
0.066423,0.039799,0.00014012,0.00173757
0.031290,0.094694,0.00027360,0.00030009
0.007136,0.094694,0.00002416,-0.00000670
0.004941,0.101281,0.00004539,0.00011874
0.022507,0.035407,-0.00027758,0.00137327
0.026898,0.044190,0.00021598,0.00159312
0.046661,0.088106,0.00072002,0.00117552
0.051052,0.096889,0.00121256,0.00115746
0.033486,0.118847,0.00006383,0.00005684
0.169625,0.118847,0.00031861,0.00062061
0.022507,0.052974,0.00015463,0.00082021
0.026898,0.061757,0.00031586,0.00134317
0.059835,0.059561,0.00016864,0.00170284
0.046661,0.105673,0.00061006,0.00041790
0.079598,0.041995,0.00005013,0.00096374
0.051052,0.114456,0.00033291,0.00016351
0.042269,0.081519,0.00094467,0.00147989
0.057640,0.057365,0.00023113,0.00168222
0.160842,0.103477,0.00064378,0.00050204
0.053248,0.121043,0.00006922,0.00010986
0.070814,0.046386,-0.00004117,0.00162005
0.062031,0.101281,0.00127910,0.00111566
0.053248,0.024428,0.00001872,0.00186367
0.002745,0.118847,0.00007505,0.00003136
0.077402,0.077127,0.00030893,0.00199442
0.057640,0.107868,0.00096649,0.00040879
0.002745,0.031016,0.00017660,-0.00043821
0.024703,0.074931,0.00035481,0.00073656
0.053248,0.041995,0.00010883,0.00146526
0.086185,0.039799,0.00010887,0.00095846
0.110339,0.107868,0.00597783,-0.00016280
0.077402,0.094694,0.00143948,0.00245850
0.009332,0.037603,-0.00011571,0.00025021
0.042269,0.035407,0.00024697,0.00123142
0.057640,0.063953,0.00030032,0.00177862
0.024703,0.092498,0.00006701,0.00019455
0.029094,0.101281,0.00007537,0.00010080
0.070814,0.096889,0.00124445,0.00158156
0.083989,0.110064,0.00503759,0.00185917
0.163038,0.118847,0.00104685,0.00269493
0.015920,0.033211,0.00000612,0.00056125
0.092772,0.072736,0.00015261,0.00128079
0.070814,0.114456,0.00192478,0.00042087
0.079598,0.004666,0.00021887,0.00156790
0.088381,0.081519,-0.00004717,0.00177851
0.015920,0.050778,0.00000919,0.00048238
0.037877,0.002470,0.00049580,0.00130360
0.062031,0.055169,0.00011763,0.00223864
0.068619,0.112260,0.00210097,0.00042264
0.009332,0.088106,0.00003323,0.00019333
0.037877,0.020037,-0.00004305,0.00144006
0.110339,0.114456,0.00818342,0.00038800
0.066423,0.009058,0.00023195,0.00148269
0.068619,0.015645,-0.00014929,0.00122078
0.009332,0.105673,0.00003315,0.00011926
0.042269,0.041995,-0.00012931,0.00218272
0.022507,0.004666,-0.00007666,0.00158557
0.026898,0.013449,-0.00007738,0.00157413
0.070814,0.103477,0.00199927,0.00159579
0.029094,0.055169,0.00025762,0.00118575
0.026898,0.031016,-0.00003099,0.00104360
0.064227,0.009058,0.00024775,0.00143834
0.037877,0.070540,0.00078885,0.00158878
0.057640,0.026624,0.00021201,0.00105417
0.062031,0.061757,0.00015751,0.00172948
0.088381,0.035407,0.00027740,0.00079444
0.103751,0.110064,0.00797488,0.00013358
0.035682,0.068344,0.00073625,0.00150675
0.009332,0.094694,0.00001267,0.00005903
0.040073,0.077127,0.00089498,0.00161424
0.013724,0.022232,-0.00000134,0.00057833
0.099360,0.118847,0.00394900,0.00002879
0.048856,0.039799,0.00038421,0.00078947
0.141080,0.121043,0.00203476,-0.00007161
0.040073,0.094694,0.00065659,0.00063554
0.055444,0.009058,-0.00003187,0.00180673
0.105947,0.116652,0.00628502,-0.00004717
0.024703,0.052974,0.00014822,0.00100727
0.158646,0.116652,0.00152553,0.00294821
0.125709,0.118847,0.00470142,0.00026373
0.042269,0.004666,0.00013506,0.00113800
0.004941,0.033211,0.00009244,0.00020491
0.088381,0.041995,-0.00001393,0.00082898
0.044465,0.020037,0.00022638,0.00166016
0.051052,0.081519,0.00111250,0.00161985
0.020311,0.020037,-0.00012770,0.00119413
0.011528,0.048582,-0.00001985,0.00042271
0.064227,0.068344,0.00038663,0.00185094
0.075206,0.002470,0.00067841,0.00267266
0.066423,0.057365,0.00011317,0.00172517
0.040073,0.083715,0.00090991,0.00134872
0.031290,0.112260,0.00002479,0.00009185
0.007136,0.112260,0.00004912,-0.00001421
0.004941,0.118847,0.00004476,0.00007755
0.081793,0.059561,0.00021914,0.00144862
0.075206,0.020037,-0.00010767,0.00139610
0.127905,0.116652,0.00657138,0.00036492
0.031290,0.015645,0.00001139,0.00173947
0.007136,0.015645,0.00014785,0.00027394
0.055444,0.068344,0.00046585,0.00146648
0.149863,0.110064,0.00702042,0.00067091
0.059835,0.077127,0.00089816,0.00204951
0.064227,0.057365,0.00010645,0.00205497
0.011528,0.099085,0.00003806,0.00008957
0.108143,0.121043,0.00476080,0.00011838
0.167429,0.105673,0.00072139,0.00075412
0.066423,0.107868,0.00216609,0.00098769
0.057640,0.074931,0.00082206,0.00185529
0.160842,0.121043,0.00040714,0.00065930
0.073010,0.020037,-0.00074916,0.00095584
0.165234,0.103477,0.00059524,0.00019821
0.075206,0.070540,0.00022371,0.00213459
0.051052,0.035407,0.00047714,0.00144576
0.066423,0.063953,0.00018556,0.00174239
0.145471,0.118847,0.00269898,0.00011563
0.062031,0.118847,0.00034352,0.00008563
0.046661,0.112260,0.00022014,0.00013206
0.088381,0.004666,0.00017064,0.00105054
0.062031,0.031016,0.00073590,0.00104183
0.018115,0.009058,-0.00012536,0.00055240
0.086185,0.057365,0.00009525,0.00115984
0.059835,0.083715,0.00112103,0.00179707
0.073010,0.070540,0.00029309,0.00204114
0.077402,0.112260,0.00371897,0.00080040
0.011528,0.105673,0.00002294,0.00013698
0.046661,0.015645,-0.00005663,0.00164191
0.057640,0.081519,0.00114029,0.00175395
0.024703,0.110064,0.00004518,0.00009382
0.029094,0.118847,0.00005001,0.00004695
0.119122,0.114456,0.00653386,0.00003187
0.077402,0.015645,0.00002566,0.00201112
0.051052,0.041995,0.00010738,0.00091712
0.029094,0.031016,0.00014223,0.00107612
0.092772,0.090302,0.00035024,0.00119514
0.079598,0.022232,0.00035555,0.00190487
0.086185,0.107868,0.00542856,0.00234573
0.077402,0.101281,0.00283378,0.00262244
0.070814,0.035407,0.00016683,0.00145463
0.086185,0.063953,-0.00003845,0.00109733
0.066423,0.026624,0.00018944,0.00208671
0.026898,0.039799,0.00012280,0.00159289
