x [m],y [m],u [m/s],v [m/s]
0.046661,0.116652,0.00013994,0.00008873
0.079598,0.052974,0.00025942,0.00180211
0.077402,0.037603,-0.00003457,0.00123491
0.143276,0.121043,0.00185214,0.00006321
0.042269,0.092498,0.00073801,0.00078055
0.057640,0.068344,0.00047692,0.00157751
0.160842,0.114456,0.00091973,0.00236246
0.033486,0.033211,0.00012400,0.00163522
0.011528,0.022232,0.00004602,0.00038038
0.015920,0.090302,0.00005193,0.00014463
0.015920,0.011253,-0.00010350,0.00077524
0.073010,0.004666,-0.00022122,0.00170192
0.033486,0.050778,0.00053957,0.00123612
0.092772,0.077127,0.00015330,0.00122173
0.070814,0.057365,0.00013137,0.00114591
0.145471,0.112260,0.00715710,0.00047565
0.062031,0.112260,0.00138237,0.00037846
0.053248,0.035407,0.00034296,0.00154904
0.077402,0.088106,0.00077992,0.00245606
0.143276,0.110064,0.00772063,0.00022205
0.024703,0.085910,0.00010385,0.00032931
0.053248,0.052974,-0.00004827,0.00155722
0.062031,0.015645,-0.00024784,0.00118874
0.068619,0.072736,0.00038608,0.00184964
0.077402,0.105673,0.00335478,0.00202850
0.002745,0.033211,0.00029619,-0.00045019
0.009332,0.048582,0.00004880,0.00040723
0.024703,0.103477,0.00003005,0.00010143
0.092772,0.066148,0.00014023,0.00086370
0.029094,0.112260,0.00002241,0.00009864
0.070814,0.107868,0.00233230,0.00101222
0.083989,0.121043,0.00143255,0.00030205
0.088381,0.074931,0.00000134,0.00172498
0.015920,0.044190,0.00014221,0.00069900
0.092772,0.083715,0.00016171,0.00131031
0.046661,0.017841,0.00010912,0.00158467
0.070814,0.063953,0.00020293,0.00195281
0.024703,0.006862,-0.00025622,0.00163500
0.051052,0.026624,0.00009181,0.00174236
0.088381,0.092498,0.00041183,0.00204202
0.029094,0.015645,-0.00005143,0.00165136
0.015920,0.061757,0.00005290,0.00043000
0.083989,0.024428,0.00049644,0.00107700
0.009332,0.099085,0.00004571,0.00006867
0.083989,0.041995,0.00000625,0.00087852
0.112534,0.103477,0.00121077,0.00007776
0.035682,0.028820,0.00018531,0.00176870
0.009332,0.116652,-0.00000323,0.00004025
0.042269,0.052974,0.00008232,0.00174771
0.040073,0.037603,0.00001424,0.00143003
0.079598,0.110064,0.00405211,0.00136059
0.004941,0.011253,0.00007949,0.00023172
0.103751,0.121043,0.00384810,0.00012146
0.035682,0.079323,0.00080574,0.00128814
0.040073,0.088106,0.00074364,0.00114504
0.022507,0.110064,0.00003624,0.00008846
0.101556,0.118847,0.00409488,0.00009193
0.026898,0.118847,0.00005066,0.00006081
0.081793,0.002470,0.00049674,0.00103455
0.070814,0.026624,0.00012065,0.00226396
0.040073,0.105673,0.00026547,0.00022830
0.031290,0.072736,0.00046868,0.00116920
0.007136,0.072736,0.00003915,0.00019285
0.053248,0.004666,0.00026661,0.00201983
0.081793,0.020037,0.00021144,0.00107507
0.046661,0.066148,0.00037465,0.00158422
0.051052,0.074931,0.00074574,0.00171608
0.156450,0.110064,0.00373092,0.00168866
0.055444,0.028820,0.00039395,0.00128537
0.059835,0.037603,0.00024523,0.00188113
0.009332,0.017841,0.00021199,0.00078381
0.004941,0.044190,0.00001402,0.00015799
0.088381,0.052974,0.00016748,0.00122052
0.051052,0.092498,0.00105224,0.00122101
0.064227,0.079323,0.00079852,0.00211996
0.011528,0.059561,0.00009953,0.00026336
0.066423,0.068344,0.00040405,0.00183038
0.015920,0.013449,-0.00003042,0.00087979
0.044465,0.022232,0.00013988,0.00184703
0.020311,0.022232,-0.00013555,0.00128767
0.081793,0.070540,0.00016650,0.00178194
0.086185,0.009058,0.00041732,0.00120924
0.055444,0.079323,0.00101735,0.00174198
0.149863,0.121043,0.00111484,0.00037354
0.059835,0.088106,0.00110966,0.00164879
0.046661,0.072736,0.00076877,0.00166779
0.042269,0.110064,0.00016644,0.00016190
0.167429,0.116652,0.00087021,0.00141972
0.057640,0.085910,0.00120585,0.00174223
0.004941,0.050778,0.00003417,0.00013650
0.165234,0.114456,0.00100225,0.00160855
0.057640,0.103477,0.00060207,0.00069438
0.073010,0.022232,-0.00026954,0.00173903
0.070814,0.074931,0.00036712,0.00194255
0.057640,0.006862,-0.00001292,0.00175589
0.086185,0.068344,0.00004351,0.00148116
0.059835,0.094694,0.00149747,0.00140206
0.119122,0.107868,0.00705502,0.00022406
0.062031,0.033211,0.00055757,0.00097691
0.013724,0.002470,0.00003623,0.00104764
0.068619,0.011253,0.00003418,0.00128508
0.068619,0.090302,0.00118776,0.00220737
0.011528,0.116652,-0.00000858,0.00005615
0.009332,0.066148,0.00000877,0.00021802
0.057640,0.092498,0.00133303,0.00147910
0.024703,0.121043,0.00003371,0.00006750
0.051052,0.052974,0.00023962,0.00142171
0.092772,0.101281,0.00170006,0.00156463
0.070814,0.081519,0.00084568,0.00222984
0.024703,0.024428,-0.00001854,0.00155049
0.088381,0.110064,0.00657974,0.00204127
0.029094,0.033211,0.00005006,0.00086921
0.134492,0.103477,0.00544419,0.00031181
0.048856,0.009058,0.00003471,0.00187928
0.037877,0.048582,0.00035227,0.00128146
0.090577,0.028820,-0.00004761,0.00045755
0.013724,0.070540,0.00004831,0.00023428
0.018115,0.079323,0.00005914,0.00023066
0.112534,0.121043,0.00511289,0.00012478
0.035682,0.046386,0.00020680,0.00121808
0.009332,0.072736,0.00003640,0.00018162
0.068619,0.044190,-0.00004025,0.00140685
0.138884,0.107868,0.00823203,0.00011760
0.033486,0.028820,0.00024652,0.00169067
0.011528,0.017841,0.00027654,0.00078796
0.037877,0.037603,0.00000994,0.00134451
0.037877,0.099085,0.00038923,0.00038563
0.090577,0.079323,-0.00002685,0.00150317
0.013724,0.059561,0.00006389,0.00039428
0.035682,0.096889,0.00035784,0.00040775
0.070814,0.052974,0.00016820,0.00125884
0.044465,0.059561,0.00025740,0.00169138
0.020311,0.059561,0.00013580,0.00057143
0.048856,0.068344,0.00038286,0.00143267
0.068619,0.050778,0.00007587,0.00170003
0.031290,0.011253,0.00000771,0.00181345
0.007136,0.090302,0.00003727,0.00009113
0.007136,0.011253,0.00001423,0.00049722
0.053248,0.022232,0.00008535,0.00178617
0.097164,0.112260,0.00783458,0.00065829
0.033486,0.079323,0.00060984,0.00109957
0.081793,0.037603,0.00014814,0.00118094
0.002745,0.028820,0.00010063,-0.00026178
0.092772,0.061757,0.00012814,0.00058684
0.037877,0.105673,0.00016348,0.00017106
0.015920,0.039799,0.00004570,0.00075114
0.044465,0.048582,0.00023315,0.00149784
0.051052,0.110064,0.00066442,0.00031051
0.020311,0.048582,0.00006598,0.00100903
0.011528,0.077127,0.00002593,0.00020815
0.064227,0.096889,0.00151700,0.00160604
0.035682,0.103477,0.00015784,0.00015913
0.130101,0.118847,0.00492013,0.00010876
0.066423,0.085910,0.00102774,0.00217641
0.147667,0.114456,0.00583746,0.00042617
0.171821,0.121043,-0.00014885,0.00000826
0.081793,0.088106,0.00044798,0.00190781
0.083989,0.020037,0.00026468,0.00095129
0.075206,0.048582,0.00001885,0.00117408
0.002745,0.079323,0.00008485,0.00001692
0.086185,0.026624,0.00018281,0.00106273
0.035682,0.006862,-0.00013376,0.00165752
0.031290,0.044190,0.00018594,0.00146135
0.007136,0.044190,-0.00010178,0.00034636
0.081793,0.105673,0.00404121,0.00253896
0.055444,0.096889,0.00129812,0.00120704
0.046661,0.090302,0.00060552,0.00098523
0.064227,0.085910,0.00088831,0.00200661
0.068619,0.013449,-0.00008734,0.00120202
0.073010,0.048582,-0.00004513,0.00120333
0.147667,0.103477,0.00512177,-0.00001015
0.022507,0.002470,-0.00005545,0.00195887
0.044465,0.116652,0.00011842,0.00009144
0.064227,0.103477,0.00152132,0.00122583
0.020311,0.116652,0.00001319,0.00004935
0.011528,0.083715,0.00001643,0.00007256
0.046661,0.055169,0.00032291,0.00171788
0.075206,0.037603,-0.00021311,0.00120708
0.075206,0.099085,0.00202303,0.00231973
0.066423,0.092498,0.00094332,0.00176615
0.057640,0.121043,0.00015250,0.00005383
0.077402,0.011253,0.00039651,0.00189081
0.081793,0.094694,0.00102311,0.00220617
0.064227,0.006862,0.00013160,0.00169687
0.070814,0.004666,0.00027366,0.00166339
0.057640,0.024428,0.00012448,0.00113333
0.031290,0.050778,0.00047591,0.00123433
0.007136,0.050778,0.00003526,0.00030532
0.055444,0.103477,0.00079180,0.00063493
0.086185,0.085910,0.00005810,0.00192334
0.059835,0.112260,0.00116192,0.00036366
0.073010,0.099085,0.00179466,0.00178634
0.057640,0.110064,0.00104662,0.00036786
0.073010,0.116652,0.00165891,0.00036515
0.110339,0.110064,0.00784114,0.00010732
0.055444,0.006862,0.00000985,0.00162244
0.026898,0.079323,0.00039792,0.00067673
0.059835,0.015645,-0.00006105,0.00097452
0.046661,0.061757,0.00038432,0.00141976
0.075206,0.105673,0.00304489,0.00178077
0.077402,0.044190,-0.00000581,0.00129028
0.079598,0.059561,0.00027112,0.00179840
0.092772,0.118847,0.00298172,0.00001978
0.088381,0.022232,0.00004406,0.00047591
0.004941,0.039799,0.00004820,0.00014766
0.134492,0.121043,0.00426010,-0.00026046
0.015920,0.009058,-0.00015286,0.00058409
0.044465,0.017841,0.00017732,0.00162621
0.020311,0.017841,-0.00003562,0.00103675
0.048856,0.026624,0.00004038,0.00170273
0.037877,0.066148,0.00063541,0.00141111
0.086185,0.092498,0.00051512,0.00210568
0.090577,0.046386,0.00003409,0.00037090
0.022507,0.059561,0.00015203,0.00064189
0.026898,0.068344,0.00033724,0.00103109
0.018115,0.096889,0.00000293,0.00014754
0.009332,0.090302,0.00002119,0.00015210
0.077402,0.050778,0.00015855,0.00166817
0.007136,0.013449,0.00010312,0.00036825
0.040073,0.011253,-0.00038729,0.00223696
0.105947,0.112260,0.00847200,0.00021496
0.009332,0.055169,0.00019301,0.00031424
0.033486,0.046386,0.00030390,0.00115018
0.033486,0.107868,0.00005541,0.00009837
0.090577,0.096889,0.00056886,0.00225685
0.013724,0.077127,0.00002941,0.00021784
0.073010,0.017841,-0.00097307,0.00063757
0.033486,0.063953,0.00042640,0.00121337
0.121318,0.105673,0.00572254,-0.00025543
0.037877,0.072736,0.00083700,0.00164633
0.090577,0.114456,0.00598591,0.00052311
0.013724,0.094694,0.00004365,0.00012044
0.053248,0.048582,0.00006910,0.00180826
0.018115,0.103477,-0.00001487,0.00014613
0.020311,0.077127,0.00013076,0.00034818
0.048856,0.085910,0.00104131,0.00149339
0.009332,0.044190,-0.00009355,0.00052460
0.033486,0.096889,0.00028138,0.00032824
0.062031,0.028820,0.00044304,0.00144800
0.002745,0.046386,0.00019137,-0.00004704
0.018115,0.006862,-0.00007929,0.00054871
0.009332,0.061757,0.00001247,0.00029379
0.042269,0.059561,0.00022724,0.00174985
0.040073,0.044190,0.00000574,0.00205625
0.033486,0.114456,0.00004588,0.00010433
0.169625,0.114456,0.00060610,-0.00035749
0.046661,0.013449,-0.00022007,0.00185994
0.024703,0.002470,-0.00017439,0.00182296
0.051052,0.022232,0.00003741,0.00211885
0.015920,0.057365,0.00009638,0.00056084
0.044465,0.066148,0.00029413,0.00172256
0.020311,0.066148,0.00026464,0.00065281
0.035682,0.121043,0.00005866,0.00003639
0.046661,0.031016,0.00022817,0.00128434
0.024703,0.020037,0.00004455,0.00170314
0.059835,0.011253,0.00001043,0.00170633
0.029094,0.028820,0.00013751,0.00124802
0.053248,0.116652,0.00023584,0.00011292
0.044465,0.083715,0.00096966,0.00149373
0.083989,0.037603,0.00018142,0.00107439
0.020311,0.083715,0.00007695,0.00024868
0.048856,0.092498,0.00079720,0.00100037
0.062031,0.079323,0.00096072,0.00205903
0.075206,0.066148,-0.00000036,0.00156262
0.083989,0.099085,0.00243082,0.00318113
0.002745,0.096889,0.00000333,-0.00000363
0.163038,0.107868,0.00047056,0.00092311
0.035682,0.024428,-0.00003751,0.00213416
0.002745,0.114456,0.00007445,0.00004951
0.015920,0.107868,0.00001041,0.00011202
0.035682,0.041995,0.00021399,0.00174792
0.068619,0.039799,0.00012860,0.00151274
0.040073,0.050778,0.00029444,0.00146471
0.024703,0.070540,0.00032641,0.00091213
0.073010,0.066148,0.00010322,0.00157135
0.029094,0.079323,0.00040156,0.00081375
0.147667,0.121043,0.00133539,0.00031745
0.064227,0.121043,0.00027662,0.00004568
0.011528,0.101281,0.00003472,0.00012012
0.066423,0.110064,0.00216381,0.00062346
0.119122,0.110064,0.00835655,0.00013882
0.081793,0.112260,0.00439651,0.00107751
0.083989,0.105673,0.00426444,0.00249760
0.075206,0.072736,0.00024017,0.00235279
0.088381,0.059561,-0.00003733,0.00093537
0.163038,0.114456,0.00130167,0.00215806
0.002745,0.103477,0.00003990,0.00014773
0.064227,0.024428,0.00019768,0.00149330
0.070814,0.022232,-0.00070728,0.00163305
0.055444,0.121043,0.00010313,0.00008349
0.081793,0.015645,0.00022353,0.00140385
0.002745,0.006862,0.00007055,-0.00057213
0.053248,0.017841,0.00033532,0.00106771
0.073010,0.072736,0.00032459,0.00230620
0.055444,0.024428,0.00005698,0.00145212
0.026898,0.096889,0.00008809,0.00015609
0.009332,0.013449,0.00005558,0.00045615
0.059835,0.033211,0.00049351,0.00097527
0.079598,0.077127,0.00029806,0.00191095
0.011528,0.055169,0.00013554,0.00031032
0.059835,0.050778,0.00009137,0.00222682
0.009332,0.031016,0.00000471,0.00038938
0.004941,0.057365,0.00013724,0.00034433
0.125709,0.107868,0.00828333,-0.00006434
0.015920,0.026624,-0.00021517,0.00068723
0.086185,0.110064,0.00583808,0.00202977
0.022507,0.077127,0.00022217,0.00047583
0.026898,0.085910,0.00017164,0.00043706
0.103751,0.105673,0.00456136,0.00020882
0.031290,0.039799,0.00007160,0.00179771
0.099360,0.114456,0.00731487,0.00025776
0.007136,0.039799,0.00008656,0.00023106
0.022507,0.094694,0.00003538,0.00017923
0.101556,0.103477,0.00195598,0.00012502
0.026898,0.103477,0.00003714,0.00008254
0.088381,0.116652,0.00436134,-0.00003946
0.004941,0.046386,-0.00000469,0.00017501
0.004941,0.107868,0.00005181,0.00006834
0.079598,0.083715,0.00050687,0.00188975
0.123513,0.107868,0.00815142,-0.00001177
0.141080,0.116652,0.00510116,0.00045059
0.068619,0.009058,-0.00004441,0.00139325
0.004941,0.063953,0.00007349,0.00018795
0.026898,0.006862,-0.00016795,0.00191939
0.051052,0.059561,0.00019721,0.00163212
0.125709,0.114456,0.00801239,0.00063443
0.033486,0.081519,0.00064273,0.00108675
0.057640,0.002470,-0.00010622,0.00222805
0.037877,0.090302,0.00072053,0.00089543
0.037877,0.011253,-0.00030538,0.00212040
0.099360,0.103477,0.00232194,0.00002653
0.013724,0.112260,0.00002371,0.00006704
0.053248,0.066148,0.00042849,0.00156212
0.018115,0.121043,0.00000667,0.00005927
0.057640,0.020037,0.00017879,0.00086154
0.053248,0.083715,0.00113407,0.00167883
0.145471,0.107868,0.00743141,-0.00004250
0.090577,0.035407,0.00018709,0.00069494
0.004941,0.114456,0.00005179,0.00004587
0.158646,0.118847,0.00059287,0.00149516
0.062031,0.046386,0.00010923,0.00201453
0.013724,0.015645,0.00006308,0.00071408
0.018115,0.024428,-0.00002415,0.00117129
0.132297,0.110064,0.00797245,0.00027915
0.042269,0.077127,0.00100321,0.00164947
0.081793,0.011253,0.00037915,0.00194199
0.149863,0.105673,0.00663876,0.00005572
0.015920,0.074931,0.00005152,0.00025491
0.077402,0.039799,0.00003934,0.00115010
0.108143,0.116652,0.00654630,0.00001239
0.057640,0.070540,0.00052776,0.00165521
0.024703,0.037603,-0.00002545,0.00130908
0.165234,0.110064,0.00054907,0.00090264
0.033486,0.035407,0.00001596,0.00137752
0.029094,0.046386,0.00036503,0.00140548
0.015920,0.092498,0.00005361,0.00013098
0.037877,0.044190,0.00010769,0.00182140
0.044465,0.101281,0.00080319,0.00057962
0.020311,0.101281,-0.00000376,0.00012074
0.048856,0.110064,0.00048070,0.00028610
0.062031,0.096889,0.00159991,0.00142553
0.127905,0.118847,0.00472396,0.00015600
0.037877,0.061757,0.00032140,0.00124239
0.070814,0.059561,0.00024136,0.00147011
0.083989,0.072736,0.00014028,0.00176416
0.090577,0.041995,0.00005322,0.00056137
0.145471,0.114456,0.00615179,0.00035579
0.169625,0.121043,0.00043069,0.00149262
0.051052,0.116652,0.00019582,0.00009372
0.042269,0.083715,0.00092488,0.00145915
0.068619,0.057365,0.00016322,0.00122211
0.143276,0.112260,0.00755568,0.00041604
0.024703,0.088106,0.00011333,0.00026998
0.160842,0.105673,0.00056774,0.00068311
0.029094,0.096889,0.00014539,0.00015701
0.007136,0.009058,0.00013249,0.00052051
0.011528,0.118847,-0.00000445,0.00007521
0.033486,0.041995,0.00025187,0.00172717
0.029094,0.114456,0.00001631,0.00007013
0.011528,0.031016,-0.00001826,0.00046249
0.037877,0.050778,0.00036232,0.00120007
0.092772,0.068344,0.00013464,0.00093703
0.152059,0.110064,0.00662523,0.00098535
0.075206,0.090302,0.00131272,0.00254954
0.075206,0.011253,0.00046436,0.00185771
0.062031,0.103477,0.00095189,0.00098716
0.088381,0.077127,-0.00002978,0.00183920
0.002745,0.121043,0.00009825,-0.00011481
0.044465,0.055169,0.00017497,0.00180615
0.020311,0.055169,0.00011493,0.00069810
0.068619,0.107868,0.00225216,0.00096868
0.081793,0.033211,0.00015245,0.00101115
0.062031,0.006862,0.00008936,0.00169565
0.068619,0.063953,0.00024556,0.00188239
0.002745,0.024428,0.00010819,-0.00019206
0.094968,0.110064,0.00724728,0.00081906
0.024703,0.094694,0.00005970,0.00018334
0.073010,0.090302,0.00163379,0.00257678
0.081793,0.050778,0.00025149,0.00152517
0.002745,0.041995,0.00021258,0.00008093
0.112534,0.105673,0.00303573,-0.00009204
0.040073,0.039799,-0.00017402,0.00197161
0.046661,0.009058,-0.00006371,0.00226596
0.070814,0.116652,0.00134356,0.00030263
0.051052,0.017841,0.00030812,0.00142670
0.073010,0.055169,0.00009555,0.00112219
0.004941,0.074931,0.00003480,0.00013164
0.088381,0.083715,-0.00003618,0.00177220
0.015920,0.052974,0.00000318,0.00044035
0.044465,0.061757,0.00040202,0.00138020
0.020311,0.061757,0.00018813,0.00051590
0.075206,0.044190,-0.00003028,0.00139481
0.068619,0.114456,0.00169015,0.00034126
0.075206,0.061757,0.00011407,0.00172551
0.033486,0.004666,-0.00001846,0.00182464
0.037877,0.013449,-0.00012994,0.00191985
0.035682,0.020037,0.00008719,0.00164969
0.066423,0.002470,0.00053023,0.00219946
0.031290,0.057365,0.00038278,0.00125605
0.007136,0.057365,0.00015462,0.00033814
0.022507,0.112260,0.00002644,0.00007906
0.101556,0.121043,0.00349057,0.00014801
0.026898,0.121043,0.00005625,0.00004978
0.079598,0.101281,0.00311059,0.00294310
0.073010,0.061757,0.00021197,0.00200474
0.004941,0.081519,0.00006885,0.00007360
0.022507,0.015645,-0.00002196,0.00112616
0.026898,0.024428,-0.00006732,0.00153522
0.075206,0.050778,0.00006644,0.00139416
0.046661,0.068344,0.00036961,0.00152049
0.114730,0.110064,0.00769576,0.00012867
0.051052,0.077127,0.00085760,0.00176820
0.064227,0.002470,0.00039169,0.00218399
0.031290,0.107868,0.00003508,0.00008989
0.099360,0.121043,0.00308738,0.00016668
0.007136,0.107868,0.00005011,0.00005486
0.156450,0.112260,0.00393262,0.00217316
0.064227,0.020037,-0.00012687,0.00108755
0.130101,0.103477,0.00420991,0.00006714
0.070814,0.017841,-0.00073266,0.00098893
0.154255,0.110064,0.00532853,0.00145188
0.066423,0.070540,0.00049481,0.00192736
0.057640,0.037603,0.00010523,0.00208023
0.031290,0.063953,0.00042075,0.00128007
0.007136,0.063953,0.00003922,0.00027856
0.053248,0.101281,0.00101651,0.00078495
0.013724,0.033211,-0.00000130,0.00036982
0.046661,0.057365,0.00030240,0.00169501
0.055444,0.020037,0.00028097,0.00100880
0.086185,0.002470,0.00014129,0.00117250
0.059835,0.028820,0.00035577,0.00078632
0.009332,0.009058,0.00003002,0.00065395
0.004941,0.035407,0.00004390,0.00027167
0.077402,0.057365,0.00021204,0.00183232
0.051052,0.083715,0.00119230,0.00168263
0.064227,0.070540,0.00050035,0.00200442
0.057640,0.088106,0.00117120,0.00166707
0.031290,0.114456,0.00003468,0.00009098
0.007136,0.114456,0.00003593,0.00000913
0.015920,0.004666,-0.00000003,0.00093037
0.004941,0.052974,0.00006522,0.00013790
0.044465,0.118847,0.00009978,0.00008956
0.015920,0.110064,0.00001424,0.00009001
0.020311,0.118847,0.00001439,0.00006725
0.044465,0.031016,0.00014579,0.00126727
0.020311,0.031016,-0.00017885,0.00165391
0.075206,0.013449,0.00010363,0.00226670
0.070814,0.077127,0.00045162,0.00200921
0.083989,0.090302,0.00042948,0.00194412
0.083989,0.011253,0.00016102,0.00155045
0.055444,0.070540,0.00045223,0.00147918
0.149863,0.112260,0.00679130,0.00086568
0.053248,0.055169,0.00011873,0.00135527
0.077402,0.107868,0.00344864,0.00153120
0.068619,0.074931,0.00041783,0.00175428
0.042269,0.101281,0.00064460,0.00048018
0.077402,0.063953,-0.00002693,0.00181348
0.165234,0.105673,0.00034576,0.00037154
0.009332,0.068344,0.00004012,0.00019636
0.057640,0.094694,0.00152136,0.00142131
0.073010,0.013449,0.00004147,0.00215516
0.092772,0.085910,0.00021875,0.00134047
0.070814,0.066148,0.00017688,0.00168788
0.062031,0.121043,0.00024882,0.00004649
0.073010,0.031016,0.00018539,0.00163883
0.116926,0.110064,0.00797842,0.00009371
0.070814,0.083715,0.00112342,0.00228212
0.029094,0.035407,0.00011630,0.00099051
0.053248,0.061757,0.00009295,0.00200504
0.086185,0.059561,0.00002149,0.00095934
0.083989,0.044190,0.00007935,0.00110242
0.062031,0.024428,0.00021102,0.00124454
0.068619,0.081519,0.00082935,0.00224979
0.077402,0.114456,0.00324351,0.00054905
0.134492,0.105673,0.00724017,0.00015516
0.009332,0.057365,0.00021160,0.00034212
0.024703,0.112260,0.00004657,0.00008555
0.029094,0.121043,0.00005858,0.00003217
0.119122,0.116652,0.00550232,0.00007101
0.062031,0.041995,0.00021906,0.00215093
0.018115,0.020037,-0.00003301,0.00092191
0.048856,0.002470,0.00024065,0.00103426
0.040073,0.057365,0.00018027,0.00170009
0.092772,0.092498,0.00038018,0.00114592
0.097164,0.107868,0.00662872,0.00043021
0.046661,0.026624,0.00000312,0.00184542
0.024703,0.015645,-0.00003485,0.00118130
0.088381,0.101281,0.00283770,0.00281658
0.004941,0.004666,0.00025383,-0.00008279
0.029094,0.041995,0.00001544,0.00170742
0.037877,0.039799,-0.00001919,0.00162418
0.083989,0.050778,0.00023442,0.00110093
0.018115,0.070540,0.00013948,0.00040870
0.033486,0.022232,0.00006343,0.00217573
0.112534,0.112260,0.00826296,0.00036819
0.035682,0.037603,0.00002751,0.00140690
0.035682,0.099085,0.00030451,0.00034660
0.068619,0.035407,0.00013525,0.00156308
0.040073,0.107868,0.00019481,0.00020028
0.031290,0.074931,0.00037147,0.00103688
0.040073,0.046386,0.00020015,0.00175450
0.007136,0.074931,0.00004069,0.00017330
0.079598,0.118847,0.00169928,0.00008925
0.136688,0.110064,0.00823511,0.00018969
0.068619,0.052974,0.00017849,0.00152364
0.040073,0.063953,0.00036196,0.00151979
0.097164,0.114456,0.00700103,0.00034443
0.022507,0.033211,-0.00037482,0.00163880
0.088381,0.055169,0.00007660,0.00158748
0.046661,0.085910,0.00095033,0.00137022
0.138884,0.116652,0.00566931,0.00062312
0.035682,0.088106,0.00064886,0.00087267
0.022507,0.118847,0.00002601,0.00007456
0.064227,0.037603,0.00017839,0.00170298
0.048856,0.059561,0.00027931,0.00165811
0.035682,0.105673,0.00010249,0.00012037
0.066423,0.088106,0.00087427,0.00199981
0.040073,0.114456,0.00004627,0.00007801
0.031290,0.081519,0.00046106,0.00092038
0.007136,0.081519,0.00003348,0.00008411
0.053248,0.118847,0.00011746,0.00010040
0.081793,0.028820,0.00011044,0.00107237
0.002745,0.020037,0.00018759,-0.00018384
0.046661,0.074931,0.00093697,0.00171951
0.053248,0.031016,0.00051160,0.00140371
0.083989,0.013449,0.00003956,0.00097501
0.055444,0.037603,-0.00000299,0.00198644
0.059835,0.046386,0.00011283,0.00193108
0.009332,0.026624,-0.00003560,0.00080649
0.046661,0.092498,0.00065640,0.00085494
0.059835,0.107868,0.00113764,0.00054969
0.077402,0.074931,0.00017989,0.00201673
0.051052,0.101281,0.00105263,0.00076704
0.064227,0.088106,0.00080447,0.00173892
0.130101,0.110064,0.00814164,0.00024315
0.011528,0.068344,0.00003528,0.00023363
0.015920,0.022232,-0.00003404,0.00085502
0.059835,0.063953,0.00026905,0.00155584
0.147667,0.105673,0.00631381,-0.00007087
0.064227,0.105673,0.00156378,0.00112752
0.075206,0.039799,-0.00002342,0.00143524
0.066423,0.094694,0.00094461,0.00175084
0.031290,0.035407,0.00010102,0.00120251
0.007136,0.035407,0.00002067,0.00040454
0.055444,0.088106,0.00122789,0.00163451
0.059835,0.096889,0.00165244,0.00139759
0.037877,0.009058,-0.00036764,0.00212782
0.042269,0.118847,0.00006670,0.00008624
0.031290,0.052974,0.00050064,0.00118123
0.007136,0.052974,0.00007302,0.00026603
0.055444,0.105673,0.00086764,0.00049280
0.059835,0.114456,0.00085799,0.00023538
0.068619,0.004666,0.00031865,0.00193712
0.077402,0.081519,0.00057408,0.00198883
0.064227,0.094694,0.00110888,0.00163198
0.026898,0.002470,-0.00034975,0.00210239
0.051052,0.055169,0.00033040,0.00144676
0.057640,0.112260,0.00093786,0.00033348
0.026898,0.020037,0.00002037,0.00181755
0.057640,0.015645,0.00019739,0.00106356
0.070814,0.101281,0.00191422,0.00159643
0.086185,0.077127,-0.00001038,0.00178232
0.009332,0.074931,0.00003405,0.00017964
0.086185,0.094694,0.00074185,0.00254682
0.090577,0.048582,0.00007725,0.00054292
0.013724,0.028820,-0.00014615,0.00047885
0.026898,0.070540,0.00040723,0.00104549
0.018115,0.037603,-0.00000286,0.00060675
0.077402,0.035407,-0.00001021,0.00109624
0.009332,0.092498,0.00000831,0.00009460
0.040073,0.074931,0.00086945,0.00162928
0.092772,0.110064,0.00693926,0.00109318
0.024703,0.033211,-0.00030165,0.00140003
0.088381,0.118847,0.00284922,-0.00005125
0.077402,0.052974,0.00018795,0.00190013
0.105947,0.114456,0.00794930,-0.00000736
0.088381,0.031016,0.00009403,0.00047747
0.004941,0.022232,0.00003932,0.00023829
0.024703,0.050778,0.00017133,0.00122932
0.033486,0.048582,0.00045181,0.00123714
0.037877,0.057365,0.00028985,0.00146826
0.070814,0.055169,0.00013330,0.00110164
0.090577,0.099085,0.00139519,0.00269202
0.013724,0.079323,0.00002771,0.00017278
0.018115,0.088106,0.00006346,0.00014828
0.075206,0.009058,0.00020897,0.00086183
0.018115,0.105673,0.00001726,0.00014996
0.031290,0.004666,-0.00007836,0.00213098
0.035682,0.072736,0.00076643,0.00160504
0.007136,0.004666,0.00018907,0.00051955
0.040073,0.081519,0.00092712,0.00141713
0.033486,0.099085,0.00022270,0.00028171
0.158646,0.103477,0.00118343,0.00040094
0.037877,0.107868,0.00012700,0.00016010
0.073010,0.009058,0.00015211,0.00099500
0.033486,0.116652,0.00006200,0.00009684
0.037877,0.063953,0.00048135,0.00126378
0.070814,0.061757,0.00025910,0.00203314
0.090577,0.105673,0.00519768,0.00161193
0.015920,0.059561,0.00007595,0.00049115
0.044465,0.068344,0.00032626,0.00176325
0.020311,0.068344,0.00024555,0.00062205
0.048856,0.077127,0.00092824,0.00182011
0.108143,0.118847,0.00482886,-0.00003091
0.081793,0.046386,0.00025693,0.00158435
0.081793,0.107868,0.00428750,0.00215957
0.083989,0.039799,0.00012228,0.00077866
0.048856,0.094694,0.00093934,0.00106524
0.062031,0.020037,-0.00000771,0.00088182
0.127905,0.103477,0.00406408,-0.00004555
